CustomerAccountNumber,TotalAmount,AvgAmount,TransactionCount,AvgBalance
CUST57576650605,626.8,626.8,1,4068.66
CUST57580419524,1151.14,1151.14,1,363762.13
CUST57581723535,1978.74,1978.74,1,390058.95
CUST57591275368,546.59,546.59,1,315190.36
CUST57595037354,10248.15,10248.15,1,203340.17
CUST57597175064,2478.1,2478.1,1,100211.61
CUST57597817904,884.4,884.4,1,53387.37
CUST57606162467,393.83,393.83,1,318519.9
CUST57606822019,11074.35,11074.35,1,70745.58
CUST57608675000,312.39,312.39,1,388460.41
CUST57614780355,202.96,202.96,1,12257.29
CUST57620724564,1219.35,1219.35,1,276055.94
CUST57621088485,1126.74,1126.74,1,94517.5
CUST57622413982,342.23,342.23,1,412848.39
CUST57623263171,198.72,198.72,1,395563.99
CUST57627104123,483.76,483.76,1,385068.63
CUST57627302765,100.68,100.68,1,402973.82
CUST57628274785,2519.64,2519.64,1,24095.78
CUST57628904014,265.76,265.76,1,370784.7
CUST57631287266,379.95,379.95,1,22723.29
CUST57637149570,1468.69,1468.69,1,103154.33
CUST57643568480,2693.1,2693.1,1,471709.37
CUST57646348912,176.85,176.85,1,294963.18
CUST57659931326,1037.79,1037.79,1,434126.16
CUST57661284495,51.9,51.9,1,26951.1
CUST57665971129,1560.75,1560.75,1,466931.94
CUST57666210908,1626.94,1626.94,1,186216.08
CUST57666947457,32993.39,32993.39,1,143943.02
CUST57669525835,559.64,559.64,1,337624.98
CUST57671716651,307.1,307.1,1,315051.53
CUST57673049336,593.18,593.18,1,475242.31
CUST57683408006,1096.12,1096.12,1,478849.57
CUST57684830689,1450.82,1450.82,1,228135.02
CUST57699188733,903.3,903.3,1,83767.06
CUST57701232415,114.88,114.88,1,21221.63
CUST57706394918,314.12,314.12,1,451649.72
CUST57707428586,501.29,501.29,1,309248.35
CUST57709834399,562.79,562.79,1,313978.75
CUST57725684884,356.17,356.17,1,49565.74
CUST57726078637,1808.32,1808.32,1,427781.83
CUST57732902790,159.39,159.39,1,17632.45
CUST57737288050,718.78,718.78,1,236864.16
CUST57738836056,17.46,17.46,1,214510.89
CUST57739158135,888.18,888.18,1,393159.97
CUST57743434161,838.81,838.81,1,83678.24
CUST57746606990,140.4,140.4,1,76887.29
CUST57750721647,689.95,689.95,1,374536.06
CUST57760184682,296.36,296.36,1,99008.19
CUST57762175634,288.34,288.34,1,281297.06
CUST57765728593,1127.2,1127.2,1,172179.41
CUST57766351860,6107.27,6107.27,1,328237.09
CUST57770000963,80.79,80.79,1,40669.68
CUST57779999795,793.09,793.09,1,302667.74
CUST57781196227,2200.34,2200.34,1,489164.08
CUST57786427424,5247.12,5247.12,1,9524.58
CUST57786626745,498.43,498.43,1,198463.54
CUST57789456024,3466.33,3466.33,1,129633.61
CUST57791579538,369.29,369.29,1,437195.09
CUST57794969528,255.5,255.5,1,344313.24
CUST57795073867,115.7,115.7,1,295192.34
CUST57795931893,335.74,335.74,1,295068.04
CUST57801072932,281.97,281.97,1,221117.07
CUST57806587768,696.29,696.29,1,449505.04
CUST57807563134,349.13,349.13,1,252380.55
CUST57835430768,427.93,427.93,1,25988.7
CUST57836166024,338.66,338.66,1,435799.08
CUST57845809398,651.07,651.07,1,258588.38
CUST57847646626,2293.91,2293.91,1,225411.83
CUST57847887890,534.66,534.66,1,111429.92
CUST57848725447,1250.68,1250.68,1,274511.67
CUST57853133972,560.65,560.65,1,90537.36
CUST57859178623,268.05,268.05,1,395581.46
CUST57859540194,525.65,525.65,1,235892.96
CUST57861846832,364.05,364.05,1,138883.85
CUST57862827414,324.83,324.83,1,204968.86
CUST57883887086,569.18,569.18,1,59527.98
CUST57885363016,10492.72,10492.72,1,404260.63
CUST57888616442,1139.31,1139.31,1,66170.62
CUST57890064354,632.71,632.71,1,450339.9
CUST57903497471,1246.02,1246.02,1,356274.78
CUST57907890433,2537.78,2537.78,1,242970.25
CUST57921031372,216.09,216.09,1,226013.07
CUST57921795843,70.59,70.59,1,153352.49
CUST57936768884,169.93,169.93,1,156646.69
CUST57938899352,676.91,676.91,1,285012.49
CUST57939592468,37.7,37.7,1,381853.25
CUST57948832789,446.28,446.28,1,221282.82
CUST57948836173,574.82,574.82,1,71495.29
CUST57965095995,773.25,773.25,1,307711.53
CUST57970289882,169.92,169.92,1,412619.15
CUST57974076172,198.03,198.03,1,484959.3
CUST57985085302,1197.81,1197.81,1,498052.2
CUST57986369243,483.36,483.36,1,386165.8
CUST58000331569,541.7,541.7,1,291536.15
CUST58006367251,114.93,114.93,1,208518.78
CUST58012535556,2612.82,2612.82,1,150864.51
CUST58013801798,23233.59,23233.59,1,67731.21
CUST58014220778,814.26,814.26,1,166080.11
CUST58020691943,14077.91,14077.91,1,426038.4
CUST58021187109,4899.88,4899.88,1,351361.95
CUST58024468162,10237.6,10237.6,1,395354.2
CUST58034586143,234.41,234.41,1,353237.78
CUST58035933375,799.14,799.14,1,410339.2
CUST58041791100,4678.67,4678.67,1,361584.38
CUST58046514673,2806.01,2806.01,1,375472.29
CUST58056322764,1745.98,1745.98,1,59672.0
CUST58075994499,251.99,251.99,1,353944.22
CUST58079068140,6404.6,6404.6,1,39063.3
CUST58080255774,292.85,292.85,1,375961.29
CUST58110820007,912.91,912.91,1,131330.57
CUST58112405575,1264.63,1264.63,1,347055.36
CUST58116892561,6567.42,6567.42,1,430031.43
CUST58120206723,1068.49,1068.49,1,67590.87
CUST58123764234,1768.84,1768.84,1,229524.69
CUST58128413830,458.38,458.38,1,424341.15
CUST58128741240,90081.65,90081.65,1,31020.59
CUST58131493819,1048.05,1048.05,1,432180.06
CUST58131506875,1418.65,1418.65,1,393482.37
CUST58136687889,2327.82,2327.82,1,39299.07
CUST58138199732,202.23,202.23,1,470086.94
CUST58139190147,83.63,83.63,1,271748.7
CUST58143311072,758.37,758.37,1,247214.24
CUST58159319911,334.65,334.65,1,420712.27
CUST58164238540,3119.4,3119.4,1,325667.44
CUST58171977742,1616.14,1616.14,1,363419.6
CUST58176420973,113.29,113.29,1,305576.26
CUST58196264436,98.34,98.34,1,294706.3
CUST58222310941,548.87,548.87,1,231666.4
CUST58229296703,1085.21,1085.21,1,116415.17
CUST58230939298,90.45,90.45,1,134558.15
CUST58231173686,3520.59,3520.59,1,25752.41
CUST58231924188,71.36,71.36,1,465074.44
CUST58237685762,465.36,465.36,1,36435.21
CUST58241298425,3385.69,3385.69,1,213438.67
CUST58249124126,3351.54,3351.54,1,132185.32
CUST58256240937,1000.47,1000.47,1,484509.63
CUST58261589325,1873.89,1873.89,1,469434.0
CUST58263114612,604.22,604.22,1,402748.93
CUST58264265243,570.02,570.02,1,175418.76
CUST58282052718,136.44,136.44,1,102326.2
CUST58283778005,866.57,866.57,1,34442.15
CUST58288788544,1143.76,1143.76,1,456073.47
CUST58290699032,2078.84,2078.84,1,259470.44
CUST58293123771,394.19,394.19,1,215264.71
CUST58294268946,400.19,400.19,1,48019.15
CUST58295860672,1322.55,1322.55,1,97178.97
CUST58298923058,683.32,683.32,1,109265.24
CUST58299856292,1158.64,1158.64,1,85333.01
CUST58300608717,846.91,846.91,1,489040.28
CUST58302382042,373.96,373.96,1,114484.38
CUST58312359968,1192.21,1192.21,1,482963.72
CUST58314239716,1219.59,1219.59,1,244670.83
CUST58315236138,1998.94,1998.94,1,263795.27
CUST58316525731,1861.48,1861.48,1,175827.89
CUST58317092645,747.45,747.45,1,300251.92
CUST58322950294,764.07,764.07,1,223956.91
CUST58325142419,9115.5,9115.5,1,36720.72
CUST58329923072,37.97,37.97,1,180275.22
CUST58330863420,4301.4,4301.4,1,339225.97
CUST58332900501,118.04,118.04,1,48029.66
CUST58334574753,1915.8,1915.8,1,151949.4
CUST58342657316,469.85,469.85,1,339289.3
CUST58355472865,1150.84,1150.84,1,463134.06
CUST58359538315,468.03,468.03,1,47643.06
CUST58362021340,12791.11,12791.11,1,35439.44
CUST58367648655,743.32,743.32,1,462355.81
CUST58369099869,3699.4,3699.4,1,342505.98
CUST58371191298,415.71,415.71,1,155817.17
CUST58371214094,10234.75,10234.75,1,472492.59
CUST58373724165,1288.3,1288.3,1,229766.86
CUST58375574326,3532.39,3532.39,1,153622.78
CUST58376472378,470.67,470.67,1,471624.0
CUST58380987417,286.5,286.5,1,237516.35
CUST58385046412,3990.22,3990.22,1,22261.14
CUST58385937439,15369.3,15369.3,1,294830.46
CUST58389260633,3506.31,3506.31,1,48908.83
CUST58390087181,2049.91,2049.91,1,273522.55
CUST58391723729,1169.17,1169.17,1,14059.19
CUST58403071839,2168.46,2168.46,1,447176.16
CUST58403806967,179.53,179.53,1,456418.14
CUST58410396735,431.65,431.65,1,168638.57
CUST58410704684,1217.22,1217.22,1,37935.43
CUST58419226928,1122.11,1122.11,1,288036.36
CUST58420769396,1420.81,1420.81,1,65213.11
CUST58427478449,818.45,818.45,1,438991.88
CUST58435461570,21821.78,21821.78,1,71440.02
CUST58436814410,582.97,582.97,1,390282.48
CUST58439740656,38.34,38.34,1,99298.62
CUST58451464248,231.6,231.6,1,329664.0
CUST58453716913,61.14,61.14,1,3767.31
CUST58455796218,899.18,899.18,1,434837.34
CUST58457273395,6242.7,6242.7,1,77465.71
CUST58468963698,54.86,54.86,1,200269.25
CUST58472212675,2534.49,2534.49,1,318401.96
CUST58472460700,3282.06,3282.06,1,152836.88
CUST58478847106,107.37,107.37,1,453629.95
CUST58480359064,375.83,375.83,1,200541.59
CUST58480359586,1205.86,1205.86,1,23556.99
CUST58485779081,14555.57,14555.57,1,392804.1
CUST58486150462,1587.48,1587.48,1,313772.01
CUST58491540494,150.94,150.94,1,202445.6
CUST58497243505,7344.05,7344.05,1,248075.48
CUST58502050464,344.04,344.04,1,412968.3
CUST58506673083,143.78,143.78,1,295323.6
CUST58508372387,872.85,872.85,1,163749.09
CUST58516542948,579.27,579.27,1,392995.12
CUST58538080925,177.14,177.14,1,314340.79
CUST58541650754,621.89,621.89,1,63010.99
CUST58546295477,174.83,174.83,1,386126.92
CUST58547607094,1077.07,1077.07,1,380162.42
CUST58548670155,1766.26,1766.26,1,426620.81
CUST58552034167,287.39,287.39,1,435255.63
CUST58557462852,318.31,318.31,1,52645.79
CUST58583149325,1515.52,1515.52,1,61562.52
CUST58584450952,203.48,203.48,1,369429.12
CUST58586505131,1663.25,1663.25,1,386201.5
CUST58587219017,1452.61,1452.61,1,352612.57
CUST58596433340,454.39,454.39,1,111687.84
CUST58599453912,3372.73,3372.73,1,278011.71
CUST58599804638,495.64,495.64,1,43089.7
CUST58602660883,712.43,712.43,1,485452.02
CUST58603084762,2809.39,2809.39,1,331259.32
CUST58604680400,409.91,409.91,1,178773.41
CUST58605131484,3793.6,3793.6,1,478749.35
CUST58609283215,4531.99,4531.99,1,374749.24
CUST58610737804,553.56,553.56,1,245423.57
CUST58614675267,48.89,48.89,1,415065.65
CUST58617448604,4159.82,4159.82,1,15724.76
CUST58620398469,1885.84,1885.84,1,365111.54
CUST58626143366,624.05,624.05,1,359896.7
CUST58626895998,192.45,192.45,1,407690.2
CUST58628127493,1093.0,1093.0,1,328312.32
CUST58629927373,381.11,381.11,1,98946.92
CUST58642733746,402.79,402.79,1,225754.52
CUST58650039697,989.28,989.28,1,163600.1
CUST58650153270,1841.67,1841.67,1,264710.31
CUST58656658829,539.18,539.18,1,442719.05
CUST58660765267,2394.92,2394.92,1,245040.33
CUST58666671760,419.1,419.1,1,363356.71
CUST58667926917,403.77,403.77,1,187341.76
CUST58668331325,611.81,611.81,1,367086.62
CUST58674489797,671.98,671.98,1,425933.56
CUST58677320443,133.22,133.22,1,465050.66
CUST58678859006,272.43,272.43,1,5574.91
CUST58681378256,306.38,306.38,1,37842.44
CUST58683501965,1113.65,1113.65,1,71495.12
CUST58686959345,1304.34,1304.34,1,125025.75
CUST58688871518,9137.16,9137.16,1,455315.21
CUST58691524345,2378.49,2378.49,1,446294.87
CUST58698186176,357.62,357.62,1,334568.29
CUST58700277123,390.33,390.33,1,371559.25
CUST58705199750,314.93,314.93,1,45949.77
CUST58714919749,650.11,650.11,1,367795.07
CUST58716428805,130.83,130.83,1,100113.1
CUST58717986707,127.38,127.38,1,12368.36
CUST58720703629,708.57,708.57,1,39378.89
CUST58721908618,557.48,557.48,1,452509.33
CUST58727194903,8583.64,8583.64,1,191158.13
CUST58729368215,549.57,549.57,1,138619.45
CUST58745046927,189.98,189.98,1,219823.82
CUST58751678269,954.05,954.05,1,41718.29
CUST58757676069,184.77,184.77,1,410276.58
CUST58760183377,111.66,111.66,1,190620.66
CUST58765846321,204.9,204.9,1,395192.38
CUST58780847721,642.2,642.2,1,363437.04
CUST58790316305,7776.8,7776.8,1,465092.47
CUST58792943545,2592.26,2592.26,1,82601.88
CUST58807057886,946.67,946.67,1,280541.9
CUST58817446160,2176.49,2176.49,1,199882.8
CUST58819088499,247.41,247.41,1,70364.7
CUST58821710395,773.71,773.71,1,261491.01
CUST58827190611,1117.86,1117.86,1,245615.24
CUST58828191836,222.13,222.13,1,434015.92
CUST58829102008,2088.54,2088.54,1,225319.74
CUST58831276033,1198.01,1198.01,1,449778.78
CUST58832647672,486.44,486.44,1,53730.86
CUST58839578037,2413.07,2413.07,1,23822.87
CUST58843320597,3209.54,3209.54,1,372686.42
CUST58844618652,396.01,396.01,1,94822.53
CUST58847934342,1639.59,1639.59,1,492475.19
CUST58848373807,647.29,647.29,1,78730.59
CUST58852512258,663.52,663.52,1,204165.57
CUST58856435956,3689.61,3689.61,1,356603.5
CUST58857082119,123.19,123.19,1,1131.15
CUST58857745353,1784.02,1784.02,1,93250.73
CUST58858908252,215.54,215.54,1,376457.77
CUST58861230520,1781.85,1781.85,1,85749.05
CUST58866958853,438.36,438.36,1,197158.91
CUST58867115588,184.61,184.61,1,430220.97
CUST58868461104,634.54,634.54,1,414094.36
CUST58871205241,1518.03,1518.03,1,449888.6
CUST58882930117,2573.79,2573.79,1,18149.61
CUST58890280579,18551.12,18551.12,1,132485.36
CUST58891445824,623.42,623.42,1,28684.06
CUST58892832519,478.46,478.46,1,424720.6
CUST58897252444,319.73,319.73,1,352360.37
CUST58899574736,4159.7,4159.7,1,137460.64
CUST58905095189,1387.72,1387.72,1,283694.36
CUST58907673500,3839.3,3839.3,1,349846.21
CUST58910982255,89.9,89.9,1,495497.68
CUST58914116361,1057.24,1057.24,1,195755.54
CUST58915751420,409.78,409.78,1,227577.99
CUST58916952242,974.08,974.08,1,217978.18
CUST58917142956,2091.49,2091.49,1,128871.58
CUST58926472983,3877.48,3877.48,1,201229.68
CUST58936205453,1714.24,1714.24,1,86043.43
CUST58943599572,2982.57,2982.57,1,270271.98
CUST58947854987,29.28,29.28,1,288228.74
CUST58949041727,576.08,576.08,1,79189.01
CUST58952832954,33.17,33.17,1,247909.84
CUST58960696963,5454.58,5454.58,1,420223.43
CUST58960913071,269.13,269.13,1,397597.5
CUST58963788659,613.71,613.71,1,106571.59
CUST58977332365,369.03,369.03,1,205577.93
CUST58987253596,1435.65,1435.65,1,282116.2
CUST58999302488,1852.51,1852.51,1,82798.37
CUST59008068932,251.32,251.32,1,428943.31
CUST59013864426,398.61,398.61,1,495582.21
CUST59019660202,145.39,145.39,1,31641.18
CUST59045512254,694.94,694.94,1,162267.73
CUST59046468951,1404.26,1404.26,1,75985.54
CUST59047776730,6271.77,6271.77,1,427943.61
CUST59048538814,762.89,762.89,1,490157.94
CUST59049978268,2197.12,2197.12,1,307950.2
CUST59053430777,612.99,612.99,1,306925.64
CUST59053445973,1413.82,1413.82,1,468126.51
CUST59054307688,24281.16,24281.16,1,66907.22
CUST59056149321,2712.78,2712.78,1,63283.69
CUST59057172507,267.64,267.64,1,473506.29
CUST59058657020,427.1,427.1,1,194241.85
CUST59059574037,238.68,238.68,1,133481.03
CUST59061114924,1018.34,1018.34,1,259305.66
CUST59065360521,744.28,744.28,1,173500.22
CUST59066001040,369.58,369.58,1,208721.59
CUST59070859276,5078.43,5078.43,1,180198.62
CUST59073636390,12467.11,12467.11,1,167004.74
CUST59084946892,74.42,74.42,1,410854.04
CUST59085016342,423.55,423.55,1,435721.7
CUST59086996388,1087.49,1087.49,1,284395.46
CUST59089677099,705.77,705.77,1,33174.19
CUST59090643843,563.8,563.8,1,376758.83
CUST59095202537,555.23,555.23,1,299617.83
CUST59110626074,465.67,465.67,1,140419.79
CUST59113616202,2392.51,2392.51,1,246454.26
CUST59117057027,298.01,298.01,1,372533.26
CUST59133877943,528.18,528.18,1,311564.07
CUST59142799380,2868.63,2868.63,1,390455.97
CUST59143291808,1207.33,1207.33,1,344891.77
CUST59146490661,8108.82,8108.82,1,382560.04
CUST59149482945,4258.73,4258.73,1,131283.02
CUST59149876585,201.79,201.79,1,39725.45
CUST59151212242,285.7,285.7,1,83870.04
CUST59153233029,2259.95,2259.95,1,261330.63
CUST59153537739,317.01,317.01,1,189599.99
CUST59160078393,226.39,226.39,1,420371.19
CUST59165473575,964.96,964.96,1,49709.66
CUST59165774110,63.18,63.18,1,428641.1
CUST59166021385,402.75,402.75,1,360608.0
CUST59173727317,87.9,87.9,1,79337.24
CUST59186007016,1364.21,1364.21,1,103730.74
CUST59189226201,3994.57,3994.57,1,479882.62
CUST59190301773,524.97,524.97,1,12408.54
CUST59190757378,682.86,682.86,1,378242.65
CUST59192218666,475.22,475.22,1,295726.66
CUST59201310890,1752.73,1752.73,1,96430.04
CUST59202769766,7121.26,7121.26,1,346177.28
CUST59204026377,863.47,863.47,1,27948.31
CUST59204163989,1245.92,1245.92,1,141556.42
CUST59211136697,3914.49,3914.49,1,136236.61
CUST59216553404,11624.17,11624.17,1,122841.7
CUST59219625448,274.16,274.16,1,188781.66
CUST59220249432,564.35,564.35,1,141088.61
CUST59226842549,814.03,814.03,1,154143.61
CUST59229074185,189.65,189.65,1,94245.32
CUST59230562203,274.72,274.72,1,298893.38
CUST59233405859,179.88,179.88,1,155697.06
CUST59234622310,467.38,467.38,1,307347.75
CUST59236116708,1507.26,1507.26,1,344143.43
CUST59236854006,178.01,178.01,1,96656.17
CUST59239602774,255.38,255.38,1,377562.33
CUST59241766406,391.43,391.43,1,224530.11
CUST59243422240,699.99,699.99,1,438826.57
CUST59247795498,429.36,429.36,1,17815.92
CUST59262526845,35861.21,35861.21,1,111696.2
CUST59266611394,272.67,272.67,1,334867.41
CUST59269156669,4412.71,4412.71,1,232124.59
CUST59279353704,888.74,888.74,1,57713.22
CUST59285576777,195.49,195.49,1,149641.1
CUST59290979310,8587.63,8587.63,1,479170.9
CUST59296332907,1077.75,1077.75,1,111795.36
CUST59300364983,580.76,580.76,1,199875.56
CUST59302096536,801.64,801.64,1,29574.7
CUST59303201155,3444.28,3444.28,1,382564.98
CUST59311720719,256.21,256.21,1,372370.5
CUST59313214724,209.27,209.27,1,49874.65
CUST59314385280,765.53,765.53,1,67305.9
CUST59314857621,9249.16,9249.16,1,368777.45
CUST59317050031,2427.36,2427.36,1,76863.68
CUST59319511212,6689.44,6689.44,1,379637.97
CUST59322109040,4510.15,4510.15,1,212152.39
CUST59325444545,167.12,167.12,1,325475.85
CUST59343995824,2113.58,2113.58,1,98014.83
CUST59347655396,854.58,854.58,1,119757.69
CUST59352079377,1823.68,1823.68,1,188029.29
CUST59358327471,523.15,523.15,1,302065.25
CUST59363843179,275.79,275.79,1,114035.26
CUST59371996944,479.84,479.84,1,371686.94
CUST59373462854,56.79,56.79,1,496531.19
CUST59375488111,794.37,794.37,1,298896.42
CUST59379093530,499.53,499.53,1,75556.08
CUST59383986572,291.29,291.29,1,168639.07
CUST59389013977,1594.01,1594.01,1,485684.67
CUST59400319497,139.8,139.8,1,177200.6
CUST59401662917,1397.36,1397.36,1,362916.85
CUST59422976137,536.52,536.52,1,285221.24
CUST59428163234,203.67,203.67,1,286228.83
CUST59434221770,348.74,348.74,1,163555.28
CUST59438910998,1642.67,1642.67,1,247269.83
CUST59439425497,321.11,321.11,1,72370.54
CUST59444551680,543.2,543.2,1,121536.98
CUST59450825181,90.8,90.8,1,329258.56
CUST59459414511,3884.17,3884.17,1,449927.96
CUST59460949942,236.05,236.05,1,417845.19
CUST59470925589,1327.26,1327.26,1,26546.32
CUST59471652863,1286.68,1286.68,1,476569.66
CUST59476512968,533.08,533.08,1,82143.82
CUST59486092052,641.89,641.89,1,430160.92
CUST59490894272,240.69,240.69,1,461585.32
CUST59492988858,1062.16,1062.16,1,73680.63
CUST59495102603,339.15,339.15,1,467601.52
CUST59495766004,2152.95,2152.95,1,442523.79
CUST59496915273,46.12,46.12,1,371192.11
CUST59501482269,152.91,152.91,1,270113.43
CUST59501732899,1524.5,1524.5,1,380461.98
CUST59522524710,929.77,929.77,1,438006.46
CUST59524146879,785.03,785.03,1,436626.73
CUST59525106094,351.76,351.76,1,37772.47
CUST59527493803,1023.14,1023.14,1,323381.05
CUST59528828368,806.03,806.03,1,273334.94
CUST59535861755,937.62,937.62,1,90068.8
CUST59537890889,939.69,939.69,1,429199.5
CUST59540933018,448.05,448.05,1,350277.67
CUST59543466889,9479.67,9479.67,1,240288.51
CUST59551021635,1048.3,1048.3,1,251197.75
CUST59563862851,1062.6,1062.6,1,161162.85
CUST59573594821,19.72,19.72,1,74575.96
CUST59575052038,951.17,951.17,1,205526.65
CUST59578706960,464.89,464.89,1,181537.53
CUST59586640724,1335.97,1335.97,1,33334.95
CUST59591098708,691.29,691.29,1,124817.79
CUST59596348510,351.2,351.2,1,443250.13
CUST59597508066,1033.54,1033.54,1,469640.44
CUST59602919306,75.28,75.28,1,483735.81
CUST59615370608,490.27,490.27,1,124796.57
CUST59617357848,125.32,125.32,1,71470.38
CUST59618537461,152.91,152.91,1,125019.65
CUST59620960991,233.28,233.28,1,89966.73
CUST59621982554,312.31,312.31,1,418655.2
CUST59623491348,7464.46,7464.46,1,465833.8
CUST59629751439,1166.21,1166.21,1,146527.03
CUST59633306661,414.97,414.97,1,238636.33
CUST59642829068,246.09,246.09,1,420692.54
CUST59647724485,361.55,361.55,1,28290.85
CUST59655410501,419.29,419.29,1,450917.65
CUST59662926476,751.15,751.15,1,263892.46
CUST59664535894,1857.81,1857.81,1,15120.95
CUST59665342291,6011.2,6011.2,1,491964.91
CUST59667252587,813.96,813.96,1,47529.74
CUST59672495194,313.57,313.57,1,326848.92
CUST59674700151,1427.27,1427.27,1,448843.01
CUST59677667196,1987.28,1987.28,1,171141.88
CUST59679775210,999.15,999.15,1,27345.3
CUST59688211322,238.84,238.84,1,369403.75
CUST59690632950,410.19,410.19,1,356106.92
CUST59704184684,1018.64,1018.64,1,332293.96
CUST59706987123,1176.2,1176.2,1,59955.82
CUST59707453365,469.65,469.65,1,435657.05
CUST59708034564,1688.85,1688.85,1,279669.92
CUST59713069306,94281.51,94281.51,1,331690.72
CUST59717089789,455.04,455.04,1,194461.19
CUST59718140191,386.91,386.91,1,18396.48
CUST59718229798,1540.27,1540.27,1,38480.04
CUST59728887627,3114.92,3114.92,1,26898.59
CUST59730126069,3688.16,3688.16,1,418522.72
CUST59738684583,1103.09,1103.09,1,334266.44
CUST59739371123,28.94,28.94,1,99884.75
CUST59750528954,1138.51,1138.51,1,76455.1
CUST59754082818,805.78,805.78,1,414068.05
CUST59755012666,264.56,264.56,1,195751.46
CUST59758982779,882.99,882.99,1,298779.92
CUST59760676798,6576.34,6576.34,1,227227.94
CUST59760776433,338.27,338.27,1,389365.1
CUST59767942606,1231.33,1231.33,1,102162.44
CUST59773981730,10879.5,10879.5,1,432078.93
CUST59775949453,914.79,914.79,1,391239.12
CUST59779857353,23227.63,23227.63,1,353563.13
CUST59790011259,446.81,446.81,1,499132.11
CUST59791889772,218.61,218.61,1,417852.59
CUST59791934894,22235.28,22235.28,1,427647.17
CUST59796680638,505.73,505.73,1,320826.39
CUST59805056624,335.62,335.62,1,228987.01
CUST59829218787,810.03,810.03,1,212725.94
CUST59830098510,195.81,195.81,1,441674.65
CUST59833953979,4082.0,4082.0,1,23245.86
CUST59834226353,142.78,142.78,1,408087.05
CUST59847289167,150.81,150.81,1,57280.41
CUST59859767606,743.87,743.87,1,475699.97
CUST59863448767,9321.56,9321.56,1,213370.09
CUST59863730702,2426.86,2426.86,1,70625.56
CUST59864660582,1084.77,1084.77,1,498286.1
CUST59866951912,132.79,132.79,1,470306.67
CUST59868491185,991.34,991.34,1,347821.04
CUST59888459126,233.62,233.62,1,285300.66
CUST59894949213,436.6,436.6,1,129399.54
CUST59901948886,1640.62,1640.62,1,141349.53
CUST59905157574,1574.41,1574.41,1,139893.12
CUST59906203530,1101.16,1101.16,1,434378.45
CUST59907889490,1242.96,1242.96,1,431643.48
CUST59912329547,12463.4,12463.4,1,243895.95
CUST59923426794,344.4,344.4,1,368780.56
CUST59927250488,845.25,845.25,1,177670.39
CUST59943642347,1090.73,1090.73,1,197112.09
CUST59944516710,3939.48,3939.48,1,44839.98
CUST59945347118,485.24,485.24,1,201275.08
CUST59946942980,922.05,922.05,1,377160.15
CUST59948597265,87.01,87.01,1,7337.41
CUST59950681818,4560.46,4560.46,1,352924.3
CUST59956850197,1373.65,1373.65,1,355460.38
CUST59957075145,798.86,798.86,1,384860.25
CUST59960119880,964.39,964.39,1,213223.22
CUST59961690295,1586.66,1586.66,1,105018.85
CUST59962875228,648.98,648.98,1,78318.43
CUST59969596210,4523.61,4523.61,1,369336.91
CUST59975209811,4360.85,4360.85,1,389819.29
CUST59991132539,81.83,81.83,1,134850.33
CUST60003891794,253.39,253.39,1,26581.99
CUST60006686200,2018.07,2018.07,1,342599.76
CUST60010283933,10679.23,10679.23,1,314926.71
CUST60010596308,1198.86,1198.86,1,73913.04
CUST60012974888,113.08,113.08,1,353781.95
CUST60033200369,2355.89,2355.89,1,357404.77
CUST60034463937,860.07,860.07,1,210691.12
CUST60035786368,75.26,75.26,1,418421.85
CUST60042790842,1341.86,1341.86,1,226674.97
CUST60045209060,167.31,167.31,1,266272.73
CUST60045321693,900.57,900.57,1,394097.39
CUST60046062423,62.09,62.09,1,114403.44
CUST60046114943,1246.99,1246.99,1,255502.07
CUST60055781751,1596.6,1596.6,1,37017.57
CUST60055911262,10065.85,10065.85,1,53105.62
CUST60059757995,325.99,325.99,1,392235.3
CUST60073416591,666.95,666.95,1,161419.2
CUST60074992065,380.61,380.61,1,359189.76
CUST60079749776,179.75,179.75,1,426009.64
CUST60083022498,624.0,624.0,1,47145.91
CUST60090550588,99.73,99.73,1,240334.3
CUST60106339735,1835.59,1835.59,1,73046.38
CUST60108380090,937.04,937.04,1,28065.69
CUST60116136468,2974.03,2974.03,1,459548.89
CUST60117259118,2935.1,2935.1,1,326241.19
CUST60121143045,154.05,154.05,1,323156.93
CUST60122870232,1097.83,1097.83,1,197093.26
CUST60126209752,695.11,695.11,1,244319.75
CUST60130293382,1688.34,1688.34,1,391144.86
CUST60137052406,3553.92,3553.92,1,186310.63
CUST60138187539,806.91,806.91,1,441929.01
CUST60138760769,297.78,297.78,1,476297.14
CUST60138772614,366.9,366.9,1,136893.01
CUST60149641509,229.08,229.08,1,454149.1
CUST60153328454,1629.96,1629.96,1,430137.23
CUST60153502225,567.55,567.55,1,138023.35
CUST60155054283,471.11,471.11,1,340530.75
CUST60158310912,574.43,574.43,1,279866.3
CUST60161208079,54.57,54.57,1,263926.53
CUST60165092837,1232.23,1232.23,1,298337.15
CUST60165498155,6648.67,6648.67,1,424062.34
CUST60171900117,98.75,98.75,1,445138.28
CUST60174617281,212.29,212.29,1,139228.33
CUST60183511284,673.0,673.0,1,43912.19
CUST60184318166,910.9,910.9,1,363230.6
CUST60187682066,624.76,624.76,1,272213.31
CUST60190252307,296.2,296.2,1,433314.76
CUST60193442101,426.72,426.72,1,480053.61
CUST60193613326,211.82,211.82,1,357266.06
CUST60203279775,310.62,310.62,1,229034.3
CUST60205708588,847.07,847.07,1,324066.81
